,sents,tokens,token_count
6651,"But strike
a member of the harem school, and her companions swim around her with
every token of concern, sometimes lingering so near her and so long,
as themselves to fall a prey.","['But', 'strike', 'a', 'member', 'of', 'the', 'harem', 'school', ',', 'and', 'her', 'companions', 'swim', 'around', 'her', 'with', 'every', 'token', 'of', 'concern', ',', 'sometimes', 'lingering', 'so', 'near', 'her', 'and', 'so', 'long', ',', 'as', 'themselves', 'to', 'fall', 'a', 'prey', '.']",37
6652,"CHAPTER 89

Fast-Fish and Loose-Fish.","['CHAPTER', '89', 'Fast-Fish', 'and', 'Loose-Fish', '.']",6
6653,"The allusion to the waif and waif-poles in the last chapter but one,
necessitates some account of the laws and regulations of the whale
fishery, of which the waif may be deemed the grand symbol and badge.","['The', 'allusion', 'to', 'the', 'waif', 'and', 'waif-poles', 'in', 'the', 'last', 'chapter', 'but', 'one', ',', 'necessitates', 'some', 'account', 'of', 'the', 'laws', 'and', 'regulations', 'of', 'the', 'whale', 'fishery', ',', 'of', 'which', 'the', 'waif', 'may', 'be', 'deemed', 'the', 'grand', 'symbol', 'and', 'badge', '.']",40
6654,"It frequently happens that when several ships are cruising in
company, a whale may be struck by one vessel, then escape, and be
finally killed and captured by another vessel; and herein are
indirectly comprised many minor contingencies, all partaking of this
one grand feature.","['It', 'frequently', 'happens', 'that', 'when', 'several', 'ships', 'are', 'cruising', 'in', 'company', ',', 'a', 'whale', 'may', 'be', 'struck', 'by', 'one', 'vessel', ',', 'then', 'escape', ',', 'and', 'be', 'finally', 'killed', 'and', 'captured', 'by', 'another', 'vessel', ';', 'and', 'herein', 'are', 'indirectly', 'comprised', 'many', 'minor', 'contingencies', ',', 'all', 'partaking', 'of', 'this', 'one', 'grand', 'feature', '.']",51
6655,"For example,--after a weary and perilous chase
and capture of a whale, the body may get loose from the ship by
reason of a violent storm; and drifting far away to leeward, be
retaken by a second whaler, who, in a calm, snugly tows it alongside,
without risk of life or line.","['For', 'example', ',', '--', 'after', 'a', 'weary', 'and', 'perilous', 'chase', 'and', 'capture', 'of', 'a', 'whale', ',', 'the', 'body', 'may', 'get', 'loose', 'from', 'the', 'ship', 'by', 'reason', 'of', 'a', 'violent', 'storm', ';', 'and', 'drifting', 'far', 'away', 'to', 'leeward', ',', 'be', 'retaken', 'by', 'a', 'second', 'whaler', ',', 'who', ',', 'in', 'a', 'calm', ',', 'snugly', 'tows', 'it', 'alongside', ',', 'without', 'risk', 'of', 'life', 'or', 'line', '.']",63
6656,"Thus the most vexatious and violent
disputes would often arise between the fishermen, were there not some
written or unwritten, universal, undisputed law applicable to all
cases.","['Thus', 'the', 'most', 'vexatious', 'and', 'violent', 'disputes', 'would', 'often', 'arise', 'between', 'the', 'fishermen', ',', 'were', 'there', 'not', 'some', 'written', 'or', 'unwritten', ',', 'universal', ',', 'undisputed', 'law', 'applicable', 'to', 'all', 'cases', '.']",31
6657,"Perhaps the only formal whaling code authorized by legislative
enactment, was that of Holland.","['Perhaps', 'the', 'only', 'formal', 'whaling', 'code', 'authorized', 'by', 'legislative', 'enactment', ',', 'was', 'that', 'of', 'Holland', '.']",16
6658,"It was decreed by the States-General
in A.D. 1695.","['It', 'was', 'decreed', 'by', 'the', 'States-General', 'in', 'A.D.', '1695', '.']",10
6659,"But though no other nation has ever had any written
whaling law, yet the American fishermen have been their own
legislators and lawyers in this matter.","['But', 'though', 'no', 'other', 'nation', 'has', 'ever', 'had', 'any', 'written', 'whaling', 'law', ',', 'yet', 'the', 'American', 'fishermen', 'have', 'been', 'their', 'own', 'legislators', 'and', 'lawyers', 'in', 'this', 'matter', '.']",28
6660,"They have provided a system
which for terse comprehensiveness surpasses Justinian's Pandects and
the By-laws of the Chinese Society for the Suppression of Meddling
with other People's Business.","['They', 'have', 'provided', 'a', 'system', 'which', 'for', 'terse', 'comprehensiveness', 'surpasses', 'Justinian', ""'s"", 'Pandects', 'and', 'the', 'By-laws', 'of', 'the', 'Chinese', 'Society', 'for', 'the', 'Suppression', 'of', 'Meddling', 'with', 'other', 'People', ""'s"", 'Business', '.']",31
6661,"Yes; these laws might be engraven on a
Queen Anne's forthing, or the barb of a harpoon, and worn round the
neck, so small are they.","['Yes', ';', 'these', 'laws', 'might', 'be', 'engraven', 'on', 'a', 'Queen', 'Anne', ""'s"", 'forthing', ',', 'or', 'the', 'barb', 'of', 'a', 'harpoon', ',', 'and', 'worn', 'round', 'the', 'neck', ',', 'so', 'small', 'are', 'they', '.']",32
6662,I.,"['I', '.']",2
6663,A Fast-Fish belongs to the party fast to it.,"['A', 'Fast-Fish', 'belongs', 'to', 'the', 'party', 'fast', 'to', 'it', '.']",10
6664,II.,"['II', '.']",2
6665,A Loose-Fish is fair game for anybody who can soonest catch it.,"['A', 'Loose-Fish', 'is', 'fair', 'game', 'for', 'anybody', 'who', 'can', 'soonest', 'catch', 'it', '.']",13
6666,"But what plays the mischief with this masterly code is the admirable
brevity of it, which necessitates a vast volume of commentaries to
expound it.","['But', 'what', 'plays', 'the', 'mischief', 'with', 'this', 'masterly', 'code', 'is', 'the', 'admirable', 'brevity', 'of', 'it', ',', 'which', 'necessitates', 'a', 'vast', 'volume', 'of', 'commentaries', 'to', 'expound', 'it', '.']",27
6667,First: What is a Fast-Fish?,"['First', ':', 'What', 'is', 'a', 'Fast-Fish', '?']",7
6668,"Alive or dead a fish is technically
fast, when it is connected with an occupied ship or boat, by any
medium at all controllable by the occupant or occupants,--a mast, an
oar, a nine-inch cable, a telegraph wire, or a strand of cobweb, it
is all the same.","['Alive', 'or', 'dead', 'a', 'fish', 'is', 'technically', 'fast', ',', 'when', 'it', 'is', 'connected', 'with', 'an', 'occupied', 'ship', 'or', 'boat', ',', 'by', 'any', 'medium', 'at', 'all', 'controllable', 'by', 'the', 'occupant', 'or', 'occupants', ',', '--', 'a', 'mast', ',', 'an', 'oar', ',', 'a', 'nine-inch', 'cable', ',', 'a', 'telegraph', 'wire', ',', 'or', 'a', 'strand', 'of', 'cobweb', ',', 'it', 'is', 'all', 'the', 'same', '.']",59
6669,"Likewise a fish is technically fast when it bears a
waif, or any other recognised symbol of possession; so long as the
party waifing it plainly evince their ability at any time to take it
alongside, as well as their intention so to do.","['Likewise', 'a', 'fish', 'is', 'technically', 'fast', 'when', 'it', 'bears', 'a', 'waif', ',', 'or', 'any', 'other', 'recognised', 'symbol', 'of', 'possession', ';', 'so', 'long', 'as', 'the', 'party', 'waifing', 'it', 'plainly', 'evince', 'their', 'ability', 'at', 'any', 'time', 'to', 'take', 'it', 'alongside', ',', 'as', 'well', 'as', 'their', 'intention', 'so', 'to', 'do', '.']",48
6670,"These are scientific commentaries; but the commentaries of the
whalemen themselves sometimes consist in hard words and harder
knocks--the Coke-upon-Littleton of the fist.","['These', 'are', 'scientific', 'commentaries', ';', 'but', 'the', 'commentaries', 'of', 'the', 'whalemen', 'themselves', 'sometimes', 'consist', 'in', 'hard', 'words', 'and', 'harder', 'knocks', '--', 'the', 'Coke-upon-Littleton', 'of', 'the', 'fist', '.']",27
6671,"True, among the more
upright and honourable whalemen allowances are always made for
peculiar cases, where it would be an outrageous moral injustice for
one party to claim possession of a whale previously chased or killed
by another party.","['True', ',', 'among', 'the', 'more', 'upright', 'and', 'honourable', 'whalemen', 'allowances', 'are', 'always', 'made', 'for', 'peculiar', 'cases', ',', 'where', 'it', 'would', 'be', 'an', 'outrageous', 'moral', 'injustice', 'for', 'one', 'party', 'to', 'claim', 'possession', 'of', 'a', 'whale', 'previously', 'chased', 'or', 'killed', 'by', 'another', 'party', '.']",42
6672,But others are by no means so scrupulous.,"['But', 'others', 'are', 'by', 'no', 'means', 'so', 'scrupulous', '.']",9
6673,"Some fifty years ago there was a curious case of whale-trover
litigated in England, wherein the plaintiffs set forth that after a
hard chase of a whale in the Northern seas; and when indeed they (the
plaintiffs) had succeeded in harpooning the fish; they were at last,
through peril of their lives, obliged to forsake not only their
lines, but their boat itself.","['Some', 'fifty', 'years', 'ago', 'there', 'was', 'a', 'curious', 'case', 'of', 'whale-trover', 'litigated', 'in', 'England', ',', 'wherein', 'the', 'plaintiffs', 'set', 'forth', 'that', 'after', 'a', 'hard', 'chase', 'of', 'a', 'whale', 'in', 'the', 'Northern', 'seas', ';', 'and', 'when', 'indeed', 'they', '(', 'the', 'plaintiffs', ')', 'had', 'succeeded', 'in', 'harpooning', 'the', 'fish', ';', 'they', 'were', 'at', 'last', ',', 'through', 'peril', 'of', 'their', 'lives', ',', 'obliged', 'to', 'forsake', 'not', 'only', 'their', 'lines', ',', 'but', 'their', 'boat', 'itself', '.']",72
6674,"Ultimately the defendants (the crew of
another ship) came up with the whale, struck, killed, seized, and
finally appropriated it before the very eyes of the plaintiffs.","['Ultimately', 'the', 'defendants', '(', 'the', 'crew', 'of', 'another', 'ship', ')', 'came', 'up', 'with', 'the', 'whale', ',', 'struck', ',', 'killed', ',', 'seized', ',', 'and', 'finally', 'appropriated', 'it', 'before', 'the', 'very', 'eyes', 'of', 'the', 'plaintiffs', '.']",34
6675,"And
when those defendants were remonstrated with, their captain snapped
his fingers in the plaintiffs' teeth, and assured them that by way of
doxology to the deed he had done, he would now retain their line,
harpoons, and boat, which had remained attached to the whale at the
time of the seizure.","['And', 'when', 'those', 'defendants', 'were', 'remonstrated', 'with', ',', 'their', 'captain', 'snapped', 'his', 'fingers', 'in', 'the', 'plaintiffs', ""'"", 'teeth', ',', 'and', 'assured', 'them', 'that', 'by', 'way', 'of', 'doxology', 'to', 'the', 'deed', 'he', 'had', 'done', ',', 'he', 'would', 'now', 'retain', 'their', 'line', ',', 'harpoons', ',', 'and', 'boat', ',', 'which', 'had', 'remained', 'attached', 'to', 'the', 'whale', 'at', 'the', 'time', 'of', 'the', 'seizure', '.']",60
6676,"Wherefore the plaintiffs now sued for the
recovery of the value of their whale, line, harpoons, and boat.","['Wherefore', 'the', 'plaintiffs', 'now', 'sued', 'for', 'the', 'recovery', 'of', 'the', 'value', 'of', 'their', 'whale', ',', 'line', ',', 'harpoons', ',', 'and', 'boat', '.']",22
6677,"Mr. Erskine was counsel for the defendants; Lord Ellenborough was the
judge.","['Mr.', 'Erskine', 'was', 'counsel', 'for', 'the', 'defendants', ';', 'Lord', 'Ellenborough', 'was', 'the', 'judge', '.']",14
6678,"In the course of the defence, the witty Erskine went on to
illustrate his position, by alluding to a recent crim.","['In', 'the', 'course', 'of', 'the', 'defence', ',', 'the', 'witty', 'Erskine', 'went', 'on', 'to', 'illustrate', 'his', 'position', ',', 'by', 'alluding', 'to', 'a', 'recent', 'crim', '.']",24
6679,con.,"['con', '.']",2
6680,"case,
wherein a gentleman, after in vain trying to bridle his wife's
viciousness, had at last abandoned her upon the seas of life; but in
the course of years, repenting of that step, he instituted an action
to recover possession of her.","['case', ',', 'wherein', 'a', 'gentleman', ',', 'after', 'in', 'vain', 'trying', 'to', 'bridle', 'his', ""wife's"", 'viciousness', ',', 'had', 'at', 'last', 'abandoned', 'her', 'upon', 'the', 'seas', 'of', 'life', ';', 'but', 'in', 'the', 'course', 'of', 'years', ',', 'repenting', 'of', 'that', 'step', ',', 'he', 'instituted', 'an', 'action', 'to', 'recover', 'possession', 'of', 'her', '.']",49
6681,"Erskine was on the other side; and he
then supported it by saying, that though the gentleman had originally
harpooned the lady, and had once had her fast, and only by reason of
the great stress of her plunging viciousness, had at last abandoned
her; yet abandon her he did, so that she became a loose-fish; and
therefore when a subsequent gentleman re-harpooned her, the lady then
became that subsequent gentleman's property, along with whatever
harpoon might have been found sticking in her.","['Erskine', 'was', 'on', 'the', 'other', 'side', ';', 'and', 'he', 'then', 'supported', 'it', 'by', 'saying', ',', 'that', 'though', 'the', 'gentleman', 'had', 'originally', 'harpooned', 'the', 'lady', ',', 'and', 'had', 'once', 'had', 'her', 'fast', ',', 'and', 'only', 'by', 'reason', 'of', 'the', 'great', 'stress', 'of', 'her', 'plunging', 'viciousness', ',', 'had', 'at', 'last', 'abandoned', 'her', ';', 'yet', 'abandon', 'her', 'he', 'did', ',', 'so', 'that', 'she', 'became', 'a', 'loose-fish', ';', 'and', 'therefore', 'when', 'a', 'subsequent', 'gentleman', 're-harpooned', 'her', ',', 'the', 'lady', 'then', 'became', 'that', 'subsequent', 'gentleman', ""'s"", 'property', ',', 'along', 'with', 'whatever', 'harpoon', 'might', 'have', 'been', 'found', 'sticking', 'in', 'her', '.']",95
6682,"Now in the present case Erskine contended that the examples of the
whale and the lady were reciprocally illustrative of each other.","['Now', 'in', 'the', 'present', 'case', 'Erskine', 'contended', 'that', 'the', 'examples', 'of', 'the', 'whale', 'and', 'the', 'lady', 'were', 'reciprocally', 'illustrative', 'of', 'each', 'other', '.']",23
6683,"These pleadings, and the counter pleadings, being duly heard, the
very learned Judge in set terms decided, to wit,--That as for the
boat, he awarded it to the plaintiffs, because they had merely
abandoned it to save their lives; but that with regard to the
controverted whale, harpoons, and line, they belonged to the
defendants; the whale, because it was a Loose-Fish at the time of the
final capture; and the harpoons and line because when the fish made
off with them, it (the fish) acquired a property in those articles;
and hence anybody who afterwards took the fish had a right to them.","['These', 'pleadings', ',', 'and', 'the', 'counter', 'pleadings', ',', 'being', 'duly', 'heard', ',', 'the', 'very', 'learned', 'Judge', 'in', 'set', 'terms', 'decided', ',', 'to', 'wit', ',', '--', 'That', 'as', 'for', 'the', 'boat', ',', 'he', 'awarded', 'it', 'to', 'the', 'plaintiffs', ',', 'because', 'they', 'had', 'merely', 'abandoned', 'it', 'to', 'save', 'their', 'lives', ';', 'but', 'that', 'with', 'regard', 'to', 'the', 'controverted', 'whale', ',', 'harpoons', ',', 'and', 'line', ',', 'they', 'belonged', 'to', 'the', 'defendants', ';', 'the', 'whale', ',', 'because', 'it', 'was', 'a', 'Loose-Fish', 'at', 'the', 'time', 'of', 'the', 'final', 'capture', ';', 'and', 'the', 'harpoons', 'and', 'line', 'because', 'when', 'the', 'fish', 'made', 'off', 'with', 'them', ',', 'it', '(', 'the', 'fish', ')', 'acquired', 'a', 'property', 'in', 'those', 'articles', ';', 'and', 'hence', 'anybody', 'who', 'afterwards', 'took', 'the', 'fish', 'had', 'a', 'right', 'to', 'them', '.']",125
6684,"Now the defendants afterwards took the fish; ergo, the aforesaid
articles were theirs.","['Now', 'the', 'defendants', 'afterwards', 'took', 'the', 'fish', ';', 'ergo', ',', 'the', 'aforesaid', 'articles', 'were', 'theirs', '.']",16
6685,"A common man looking at this decision of the very learned Judge,
might possibly object to it.","['A', 'common', 'man', 'looking', 'at', 'this', 'decision', 'of', 'the', 'very', 'learned', 'Judge', ',', 'might', 'possibly', 'object', 'to', 'it', '.']",19
6686,"But ploughed up to the primary rock of
the matter, the two great principles laid down in the twin whaling
laws previously quoted, and applied and elucidated by Lord
Ellenborough in the above cited case; these two laws touching
Fast-Fish and Loose-Fish, I say, will, on reflection, be found the
fundamentals of all human jurisprudence; for notwithstanding its
complicated tracery of sculpture, the Temple of the Law, like the
Temple of the Philistines, has but two props to stand on.","['But', 'ploughed', 'up', 'to', 'the', 'primary', 'rock', 'of', 'the', 'matter', ',', 'the', 'two', 'great', 'principles', 'laid', 'down', 'in', 'the', 'twin', 'whaling', 'laws', 'previously', 'quoted', ',', 'and', 'applied', 'and', 'elucidated', 'by', 'Lord', 'Ellenborough', 'in', 'the', 'above', 'cited', 'case', ';', 'these', 'two', 'laws', 'touching', 'Fast-Fish', 'and', 'Loose-Fish', ',', 'I', 'say', ',', 'will', ',', 'on', 'reflection', ',', 'be', 'found', 'the', 'fundamentals', 'of', 'all', 'human', 'jurisprudence', ';', 'for', 'notwithstanding', 'its', 'complicated', 'tracery', 'of', 'sculpture', ',', 'the', 'Temple', 'of', 'the', 'Law', ',', 'like', 'the', 'Temple', 'of', 'the', 'Philistines', ',', 'has', 'but', 'two', 'props', 'to', 'stand', 'on', '.']",92
6687,"Is it not a saying in every one's mouth, Possession is half of the
law: that is, regardless of how the thing came into possession?","['Is', 'it', 'not', 'a', 'saying', 'in', 'every', 'one', ""'s"", 'mouth', ',', 'Possession', 'is', 'half', 'of', 'the', 'law', ':', 'that', 'is', ',', 'regardless', 'of', 'how', 'the', 'thing', 'came', 'into', 'possession', '?']",30
6688,"But
often possession is the whole of the law.","['But', 'often', 'possession', 'is', 'the', 'whole', 'of', 'the', 'law', '.']",10
6689,"What are the sinews and
souls of Russian serfs and Republican slaves but Fast-Fish, whereof
possession is the whole of the law?","['What', 'are', 'the', 'sinews', 'and', 'souls', 'of', 'Russian', 'serfs', 'and', 'Republican', 'slaves', 'but', 'Fast-Fish', ',', 'whereof', 'possession', 'is', 'the', 'whole', 'of', 'the', 'law', '?']",24
6690,"What to the rapacious landlord
is the widow's last mite but a Fast-Fish?","['What', 'to', 'the', 'rapacious', 'landlord', 'is', 'the', 'widow', ""'s"", 'last', 'mite', 'but', 'a', 'Fast-Fish', '?']",15
6691,"What is yonder undetected
villain's marble mansion with a door-plate for a waif; what is that
but a Fast-Fish?","['What', 'is', 'yonder', 'undetected', 'villain', ""'s"", 'marble', 'mansion', 'with', 'a', 'door-plate', 'for', 'a', 'waif', ';', 'what', 'is', 'that', 'but', 'a', 'Fast-Fish', '?']",22
6692,"What is the ruinous discount which Mordecai, the
broker, gets from poor Woebegone, the bankrupt, on a loan to
keep Woebegone's family from starvation; what is that ruinous
discount but a Fast-Fish?","['What', 'is', 'the', 'ruinous', 'discount', 'which', 'Mordecai', ',', 'the', 'broker', ',', 'gets', 'from', 'poor', 'Woebegone', ',', 'the', 'bankrupt', ',', 'on', 'a', 'loan', 'to', 'keep', 'Woebegone', ""'s"", 'family', 'from', 'starvation', ';', 'what', 'is', 'that', 'ruinous', 'discount', 'but', 'a', 'Fast-Fish', '?']",39
6693,"What is the Archbishop of Savesoul's
income of L100,000 seized from the scant bread and cheese of
hundreds of thousands of broken-backed laborers (all sure of heaven
without any of Savesoul's help) what is that globular L100,000 but a
Fast-Fish?","['What', 'is', 'the', 'Archbishop', 'of', ""Savesoul's"", 'income', 'of', 'L100,000', 'seized', 'from', 'the', 'scant', 'bread', 'and', 'cheese', 'of', 'hundreds', 'of', 'thousands', 'of', 'broken-backed', 'laborers', '(', 'all', 'sure', 'of', 'heaven', 'without', 'any', 'of', 'Savesoul', ""'s"", 'help', ')', 'what', 'is', 'that', 'globular', 'L100,000', 'but', 'a', 'Fast-Fish', '?']",44
6694,"What are the Duke of Dunder's hereditary towns and
hamlets but Fast-Fish?","['What', 'are', 'the', 'Duke', 'of', 'Dunder', ""'s"", 'hereditary', 'towns', 'and', 'hamlets', 'but', 'Fast-Fish', '?']",14
6695,"What to that redoubted harpooneer, John Bull,
is poor Ireland, but a Fast-Fish?","['What', 'to', 'that', 'redoubted', 'harpooneer', ',', 'John', 'Bull', ',', 'is', 'poor', 'Ireland', ',', 'but', 'a', 'Fast-Fish', '?']",17
6696,"What to that apostolic lancer,
Brother Jonathan, is Texas but a Fast-Fish?","['What', 'to', 'that', 'apostolic', 'lancer', ',', 'Brother', 'Jonathan', ',', 'is', 'Texas', 'but', 'a', 'Fast-Fish', '?']",15
6697,"And concerning all
these, is not Possession the whole of the law?","['And', 'concerning', 'all', 'these', ',', 'is', 'not', 'Possession', 'the', 'whole', 'of', 'the', 'law', '?']",14
6698,"But if the doctrine of Fast-Fish be pretty generally applicable, the
kindred doctrine of Loose-Fish is still more widely so.","['But', 'if', 'the', 'doctrine', 'of', 'Fast-Fish', 'be', 'pretty', 'generally', 'applicable', ',', 'the', 'kindred', 'doctrine', 'of', 'Loose-Fish', 'is', 'still', 'more', 'widely', 'so', '.']",22
6699,"That is
internationally and universally applicable.","['That', 'is', 'internationally', 'and', 'universally', 'applicable', '.']",7
6700,"What was America in 1492 but a Loose-Fish, in which Columbus struck
the Spanish standard by way of waifing it for his royal master and
mistress?","['What', 'was', 'America', 'in', '1492', 'but', 'a', 'Loose-Fish', ',', 'in', 'which', 'Columbus', 'struck', 'the', 'Spanish', 'standard', 'by', 'way', 'of', 'waifing', 'it', 'for', 'his', 'royal', 'master', 'and', 'mistress', '?']",28
6701,What was Poland to the Czar?,"['What', 'was', 'Poland', 'to', 'the', 'Czar', '?']",7
6702,What Greece to the Turk?,"['What', 'Greece', 'to', 'the', 'Turk', '?']",6
6703,What India to England?,"['What', 'India', 'to', 'England', '?']",5
6704,"What at last will Mexico be to the United
States?","['What', 'at', 'last', 'will', 'Mexico', 'be', 'to', 'the', 'United', 'States', '?']",11
6705,All Loose-Fish.,"['All', 'Loose-Fish', '.']",3
6706,"What are the Rights of Man and the Liberties of the World but
Loose-Fish?","['What', 'are', 'the', 'Rights', 'of', 'Man', 'and', 'the', 'Liberties', 'of', 'the', 'World', 'but', 'Loose-Fish', '?']",15
6707,What all men's minds and opinions but Loose-Fish?,"['What', 'all', 'men', ""'s"", 'minds', 'and', 'opinions', 'but', 'Loose-Fish', '?']",10
6708,"What
is the principle of religious belief in them but a Loose-Fish?","['What', 'is', 'the', 'principle', 'of', 'religious', 'belief', 'in', 'them', 'but', 'a', 'Loose-Fish', '?']",13
6709,"What
to the ostentatious smuggling verbalists are the thoughts of thinkers
but Loose-Fish?","['What', 'to', 'the', 'ostentatious', 'smuggling', 'verbalists', 'are', 'the', 'thoughts', 'of', 'thinkers', 'but', 'Loose-Fish', '?']",14
6710,What is the great globe itself but a Loose-Fish?,"['What', 'is', 'the', 'great', 'globe', 'itself', 'but', 'a', 'Loose-Fish', '?']",10
6711,"And what are you, reader, but a Loose-Fish and a Fast-Fish, too?","['And', 'what', 'are', 'you', ',', 'reader', ',', 'but', 'a', 'Loose-Fish', 'and', 'a', 'Fast-Fish', ',', 'too', '?']",16
6712,"CHAPTER 90

Heads or Tails.","['CHAPTER', '90', 'Heads', 'or', 'Tails', '.']",6
6713,"""De balena vero sufficit, si rex habeat caput, et regina caudam.""","['``', 'De', 'balena', 'vero', 'sufficit', ',', 'si', 'rex', 'habeat', 'caput', ',', 'et', 'regina', 'caudam', '.', ""''""]",16
6714,"BRACTON, L. 3, C. 3.","['BRACTON', ',', 'L.', '3', ',', 'C.', '3', '.']",8
6715,"Latin from the books of the Laws of England, which taken along with
the context, means, that of all whales captured by anybody on the
coast of that land, the King, as Honourary Grand Harpooneer, must have
the head, and the Queen be respectfully presented with the tail.","['Latin', 'from', 'the', 'books', 'of', 'the', 'Laws', 'of', 'England', ',', 'which', 'taken', 'along', 'with', 'the', 'context', ',', 'means', ',', 'that', 'of', 'all', 'whales', 'captured', 'by', 'anybody', 'on', 'the', 'coast', 'of', 'that', 'land', ',', 'the', 'King', ',', 'as', 'Honourary', 'Grand', 'Harpooneer', ',', 'must', 'have', 'the', 'head', ',', 'and', 'the', 'Queen', 'be', 'respectfully', 'presented', 'with', 'the', 'tail', '.']",56
6716,"A
division which, in the whale, is much like halving an apple; there is
no intermediate remainder.","['A', 'division', 'which', ',', 'in', 'the', 'whale', ',', 'is', 'much', 'like', 'halving', 'an', 'apple', ';', 'there', 'is', 'no', 'intermediate', 'remainder', '.']",21
6717,"Now as this law, under a modified form,
is to this day in force in England; and as it offers in various
respects a strange anomaly touching the general law of Fast and
Loose-Fish, it is here treated of in a separate chapter, on the same
courteous principle that prompts the English railways to be at the
expense of a separate car, specially reserved for the accommodation
of royalty.","['Now', 'as', 'this', 'law', ',', 'under', 'a', 'modified', 'form', ',', 'is', 'to', 'this', 'day', 'in', 'force', 'in', 'England', ';', 'and', 'as', 'it', 'offers', 'in', 'various', 'respects', 'a', 'strange', 'anomaly', 'touching', 'the', 'general', 'law', 'of', 'Fast', 'and', 'Loose-Fish', ',', 'it', 'is', 'here', 'treated', 'of', 'in', 'a', 'separate', 'chapter', ',', 'on', 'the', 'same', 'courteous', 'principle', 'that', 'prompts', 'the', 'English', 'railways', 'to', 'be', 'at', 'the', 'expense', 'of', 'a', 'separate', 'car', ',', 'specially', 'reserved', 'for', 'the', 'accommodation', 'of', 'royalty', '.']",76
6718,"In the first place, in curious proof of the fact that
the above-mentioned law is still in force, I proceed to lay before
you a circumstance that happened within the last two years.","['In', 'the', 'first', 'place', ',', 'in', 'curious', 'proof', 'of', 'the', 'fact', 'that', 'the', 'above-mentioned', 'law', 'is', 'still', 'in', 'force', ',', 'I', 'proceed', 'to', 'lay', 'before', 'you', 'a', 'circumstance', 'that', 'happened', 'within', 'the', 'last', 'two', 'years', '.']",36
6719,"It seems that some honest mariners of Dover, or Sandwich, or some one
of the Cinque Ports, had after a hard chase succeeded in killing and
beaching a fine whale which they had originally descried afar off
from the shore.","['It', 'seems', 'that', 'some', 'honest', 'mariners', 'of', 'Dover', ',', 'or', 'Sandwich', ',', 'or', 'some', 'one', 'of', 'the', 'Cinque', 'Ports', ',', 'had', 'after', 'a', 'hard', 'chase', 'succeeded', 'in', 'killing', 'and', 'beaching', 'a', 'fine', 'whale', 'which', 'they', 'had', 'originally', 'descried', 'afar', 'off', 'from', 'the', 'shore', '.']",44
6720,"Now the Cinque Ports are partially or somehow under
the jurisdiction of a sort of policeman or beadle, called a Lord
Warden.","['Now', 'the', 'Cinque', 'Ports', 'are', 'partially', 'or', 'somehow', 'under', 'the', 'jurisdiction', 'of', 'a', 'sort', 'of', 'policeman', 'or', 'beadle', ',', 'called', 'a', 'Lord', 'Warden', '.']",24
6721,"Holding the office directly from the crown, I believe, all
the royal emoluments incident to the Cinque Port territories become
by assignment his.","['Holding', 'the', 'office', 'directly', 'from', 'the', 'crown', ',', 'I', 'believe', ',', 'all', 'the', 'royal', 'emoluments', 'incident', 'to', 'the', 'Cinque', 'Port', 'territories', 'become', 'by', 'assignment', 'his', '.']",26
6722,By some writers this office is called a sinecure.,"['By', 'some', 'writers', 'this', 'office', 'is', 'called', 'a', 'sinecure', '.']",10
6723,But not so.,"['But', 'not', 'so', '.']",4
6724,"Because the Lord Warden is busily employed at times in
fobbing his perquisites; which are his chiefly by virtue of that same
fobbing of them.","['Because', 'the', 'Lord', 'Warden', 'is', 'busily', 'employed', 'at', 'times', 'in', 'fobbing', 'his', 'perquisites', ';', 'which', 'are', 'his', 'chiefly', 'by', 'virtue', 'of', 'that', 'same', 'fobbing', 'of', 'them', '.']",27
6725,"Now when these poor sun-burnt mariners, bare-footed, and with their
trowsers rolled high up on their eely legs, had wearily hauled their
fat fish high and dry, promising themselves a good L150 from the
precious oil and bone; and in fantasy sipping rare tea with their
wives, and good ale with their cronies, upon the strength of their
respective shares; up steps a very learned and most Christian and
charitable gentleman, with a copy of Blackstone under his arm; and
laying it upon the whale's head, he says--""Hands off!","['Now', 'when', 'these', 'poor', 'sun-burnt', 'mariners', ',', 'bare-footed', ',', 'and', 'with', 'their', 'trowsers', 'rolled', 'high', 'up', 'on', 'their', 'eely', 'legs', ',', 'had', 'wearily', 'hauled', 'their', 'fat', 'fish', 'high', 'and', 'dry', ',', 'promising', 'themselves', 'a', 'good', 'L150', 'from', 'the', 'precious', 'oil', 'and', 'bone', ';', 'and', 'in', 'fantasy', 'sipping', 'rare', 'tea', 'with', 'their', 'wives', ',', 'and', 'good', 'ale', 'with', 'their', 'cronies', ',', 'upon', 'the', 'strength', 'of', 'their', 'respective', 'shares', ';', 'up', 'steps', 'a', 'very', 'learned', 'and', 'most', 'Christian', 'and', 'charitable', 'gentleman', ',', 'with', 'a', 'copy', 'of', 'Blackstone', 'under', 'his', 'arm', ';', 'and', 'laying', 'it', 'upon', 'the', 'whale', ""'s"", 'head', ',', 'he', 'says', '--', ""''"", 'Hands', 'off', '!']",105
6726,"this fish, my
masters, is a Fast-Fish.","['this', 'fish', ',', 'my', 'masters', ',', 'is', 'a', 'Fast-Fish', '.']",10
6727,"I seize it as the Lord Warden's.""","['I', 'seize', 'it', 'as', 'the', 'Lord', 'Warden', ""'s"", '.', ""''""]",10
