,sents,tokens,token_count
22350,"thought I saw him dragging under.""","['thought', 'I', 'saw', 'him', 'dragging', 'under', '.', ""''""]",8
22351,,[],0
22352,"""MY line! MY line?  Gone?--gone?  What means that little word?--What","['``', 'MY', 'line', '!', 'MY', 'line', '?', 'Gone', '?', '--', 'gone', '?', 'What', 'means', 'that', 'little', 'word', '?', '--', 'What']",20
22353,"death-knell rings in it, that old Ahab shakes as if he were the","['death-knell', 'rings', 'in', 'it', ',', 'that', 'old', 'Ahab', 'shakes', 'as', 'if', 'he', 'were', 'the']",14
22354,"belfry.  The harpoon, too!--toss over the litter there,--d'ye see","['belfry', '.', 'The', 'harpoon', ',', 'too', '!', '--', 'toss', 'over', 'the', 'litter', 'there', ',', '--', 'd', ""'ye"", 'see']",18
22355,"it?--the forged iron, men, the white whale's--no, no, no,--blistered","['it', '?', '--', 'the', 'forged', 'iron', ',', 'men', ',', 'the', 'white', 'whale', ""'s"", '--', 'no', ',', 'no', ',', 'no', ',', '--', 'blistered']",22
22356,fool! this hand did dart it!--'tis in the fish!--Aloft there!  Keep,"['fool', '!', 'this', 'hand', 'did', 'dart', 'it', '!', '--', ""'t"", 'is', 'in', 'the', 'fish', '!', '--', 'Aloft', 'there', '!', 'Keep']",20
22357,him nailed--Quick!--all hands to the rigging of the boats--collect,"['him', 'nailed', '--', 'Quick', '!', '--', 'all', 'hands', 'to', 'the', 'rigging', 'of', 'the', 'boats', '--', 'collect']",16
22358,"the oars--harpooneers! the irons, the irons!--hoist the royals higher--a","['the', 'oars', '--', 'harpooneers', '!', 'the', 'irons', ',', 'the', 'irons', '!', '--', 'hoist', 'the', 'royals', 'higher', '--', 'a']",18
22359,"pull on all the sheets!--helm there! steady, steady for your life!","['pull', 'on', 'all', 'the', 'sheets', '!', '--', 'helm', 'there', '!', 'steady', ',', 'steady', 'for', 'your', 'life', '!']",17
22360,I'll ten times girdle the unmeasured globe; yea and dive straight,"['I', ""'ll"", 'ten', 'times', 'girdle', 'the', 'unmeasured', 'globe', ';', 'yea', 'and', 'dive', 'straight']",13
22361,"through it, but I'll slay him yet!","['through', 'it', ',', 'but', 'I', ""'ll"", 'slay', 'him', 'yet', '!']",10
22362,,[],0
22363,"""Great God! but for one single instant show thyself,"" cried Starbuck;","['``', 'Great', 'God', '!', 'but', 'for', 'one', 'single', 'instant', 'show', 'thyself', ',', ""''"", 'cried', 'Starbuck', ';']",16
22364,"""never, never wilt thou capture him, old man--In Jesus' name no more","['``', 'never', ',', 'never', 'wilt', 'thou', 'capture', 'him', ',', 'old', 'man', '--', 'In', 'Jesus', ""'"", 'name', 'no', 'more']",18
22365,"of this, that's worse than devil's madness.  Two days chased; twice","['of', 'this', ',', 'that', ""'s"", 'worse', 'than', 'devil', ""'s"", 'madness', '.', 'Two', 'days', 'chased', ';', 'twice']",16
22366,stove to splinters; thy very leg once more snatched from under thee;,"['stove', 'to', 'splinters', ';', 'thy', 'very', 'leg', 'once', 'more', 'snatched', 'from', 'under', 'thee', ';']",14
22367,thy evil shadow gone--all good angels mobbing thee with warnings:--,"['thy', 'evil', 'shadow', 'gone', '--', 'all', 'good', 'angels', 'mobbing', 'thee', 'with', 'warnings', ':', '--']",14
22368,what more wouldst thou have?--Shall we keep chasing this murderous,"['what', 'more', 'wouldst', 'thou', 'have', '?', '--', 'Shall', 'we', 'keep', 'chasing', 'this', 'murderous']",13
22369,fish till he swamps the last man?  Shall we be dragged by him to the,"['fish', 'till', 'he', 'swamps', 'the', 'last', 'man', '?', 'Shall', 'we', 'be', 'dragged', 'by', 'him', 'to', 'the']",16
22370,bottom of the sea?  Shall we be towed by him to the infernal world?,"['bottom', 'of', 'the', 'sea', '?', 'Shall', 'we', 'be', 'towed', 'by', 'him', 'to', 'the', 'infernal', 'world', '?']",16
22371,"Oh, oh,--Impiety and blasphemy to hunt him more!""","['Oh', ',', 'oh', ',', '--', 'Impiety', 'and', 'blasphemy', 'to', 'hunt', 'him', 'more', '!', ""''""]",14
22372,,[],0
22373,"""Starbuck, of late I've felt strangely moved to thee; ever since that","['``', 'Starbuck', ',', 'of', 'late', 'I', ""'ve"", 'felt', 'strangely', 'moved', 'to', 'thee', ';', 'ever', 'since', 'that']",16
22374,"hour we both saw--thou know'st what, in one another's eyes.  But in","['hour', 'we', 'both', 'saw', '--', 'thou', ""know'st"", 'what', ',', 'in', 'one', 'another', ""'s"", 'eyes', '.', 'But', 'in']",17
22375,"this matter of the whale, be the front of thy face to me as the palm","['this', 'matter', 'of', 'the', 'whale', ',', 'be', 'the', 'front', 'of', 'thy', 'face', 'to', 'me', 'as', 'the', 'palm']",17
22376,"of this hand--a lipless, unfeatured blank.  Ahab is for ever Ahab,","['of', 'this', 'hand', '--', 'a', 'lipless', ',', 'unfeatured', 'blank', '.', 'Ahab', 'is', 'for', 'ever', 'Ahab', ',']",16
22377,man.  This whole act's immutably decreed.  'Twas rehearsed by thee,"['man', '.', 'This', 'whole', 'act', ""'s"", 'immutably', 'decreed', '.', ""'T"", 'was', 'rehearsed', 'by', 'thee']",14
22378,and me a billion years before this ocean rolled.  Fool!  I am the,"['and', 'me', 'a', 'billion', 'years', 'before', 'this', 'ocean', 'rolled', '.', 'Fool', '!', 'I', 'am', 'the']",15
22379,"Fates' lieutenant; I act under orders.  Look thou, underling! that","['Fates', ""'"", 'lieutenant', ';', 'I', 'act', 'under', 'orders', '.', 'Look', 'thou', ',', 'underling', '!', 'that']",15
22380,"thou obeyest mine.--Stand round me, men.  Ye see an old man cut down","['thou', 'obeyest', 'mine.', '--', 'Stand', 'round', 'me', ',', 'men', '.', 'Ye', 'see', 'an', 'old', 'man', 'cut', 'down']",17
22381,to the stump; leaning on a shivered lance; propped up on a lonely,"['to', 'the', 'stump', ';', 'leaning', 'on', 'a', 'shivered', 'lance', ';', 'propped', 'up', 'on', 'a', 'lonely']",15
22382,"foot.  'Tis Ahab--his body's part; but Ahab's soul's a centipede,","['foot', '.', ""'T"", 'is', 'Ahab', '--', 'his', 'body', ""'s"", 'part', ';', 'but', 'Ahab', ""'s"", 'soul', ""'s"", 'a', 'centipede', ',']",19
22383,"that moves upon a hundred legs.  I feel strained, half stranded, as","['that', 'moves', 'upon', 'a', 'hundred', 'legs', '.', 'I', 'feel', 'strained', ',', 'half', 'stranded', ',', 'as']",15
22384,ropes that tow dismasted frigates in a gale; and I may look so.  But,"['ropes', 'that', 'tow', 'dismasted', 'frigates', 'in', 'a', 'gale', ';', 'and', 'I', 'may', 'look', 'so', '.', 'But']",16
22385,"ere I break, yell hear me crack; and till ye hear THAT, know that","['ere', 'I', 'break', ',', 'yell', 'hear', 'me', 'crack', ';', 'and', 'till', 'ye', 'hear', 'THAT', ',', 'know', 'that']",17
22386,"Ahab's hawser tows his purpose yet.  Believe ye, men, in the things","['Ahab', ""'s"", 'hawser', 'tows', 'his', 'purpose', 'yet', '.', 'Believe', 'ye', ',', 'men', ',', 'in', 'the', 'things']",16
22387,"called omens?  Then laugh aloud, and cry encore!  For ere they drown,","['called', 'omens', '?', 'Then', 'laugh', 'aloud', ',', 'and', 'cry', 'encore', '!', 'For', 'ere', 'they', 'drown', ',']",16
22388,"drowning things will twice rise to the surface; then rise again, to","['drowning', 'things', 'will', 'twice', 'rise', 'to', 'the', 'surface', ';', 'then', 'rise', 'again', ',', 'to']",14
22389,sink for evermore.  So with Moby Dick--two days he's floated--tomorrow,"['sink', 'for', 'evermore', '.', 'So', 'with', 'Moby', 'Dick', '--', 'two', 'days', 'he', ""'s"", 'floated', '--', 'tomorrow']",16
22390,"will be the third.  Aye, men, he'll rise once more,--but only to","['will', 'be', 'the', 'third', '.', 'Aye', ',', 'men', ',', 'he', ""'ll"", 'rise', 'once', 'more', ',', '--', 'but', 'only', 'to']",19
22391,"spout his last!  D'ye feel brave men, brave?""","['spout', 'his', 'last', '!', 'D', ""'ye"", 'feel', 'brave', 'men', ',', 'brave', '?', ""''""]",13
22392,,[],0
22393,"""As fearless fire,"" cried Stubb.","['``', 'As', 'fearless', 'fire', ',', ""''"", 'cried', 'Stubb', '.']",9
22394,,[],0
22395,"""And as mechanical,"" muttered Ahab.  Then as the men went forward, he","['``', 'And', 'as', 'mechanical', ',', ""''"", 'muttered', 'Ahab', '.', 'Then', 'as', 'the', 'men', 'went', 'forward', ',', 'he']",17
22396,"muttered on: ""The things called omens!  And yesterday I talked the","['muttered', 'on', ':', '``', 'The', 'things', 'called', 'omens', '!', 'And', 'yesterday', 'I', 'talked', 'the']",14
22397,"same to Starbuck there, concerning my broken boat.  Oh! how valiantly","['same', 'to', 'Starbuck', 'there', ',', 'concerning', 'my', 'broken', 'boat', '.', 'Oh', '!', 'how', 'valiantly']",14
22398,I seek to drive out of others' hearts what's clinched so fast in,"['I', 'seek', 'to', 'drive', 'out', 'of', 'others', ""'"", 'hearts', 'what', ""'s"", 'clinched', 'so', 'fast', 'in']",15
22399,"mine!--The Parsee--the Parsee!--gone, gone? and he was to go","['mine', '!', '--', 'The', 'Parsee', '--', 'the', 'Parsee', '!', '--', 'gone', ',', 'gone', '?', 'and', 'he', 'was', 'to', 'go']",19
22400,before:--but still was to be seen again ere I could perish--How's,"['before', ':', '--', 'but', 'still', 'was', 'to', 'be', 'seen', 'again', 'ere', 'I', 'could', 'perish', '--', 'How', ""'s""]",17
22401,that?--There's a riddle now might baffle all the lawyers backed by,"['that', '?', '--', 'There', ""'s"", 'a', 'riddle', 'now', 'might', 'baffle', 'all', 'the', 'lawyers', 'backed', 'by']",15
22402,the ghosts of the whole line of judges:--like a hawk's beak it pecks,"['the', 'ghosts', 'of', 'the', 'whole', 'line', 'of', 'judges', ':', '--', 'like', 'a', 'hawk', ""'s"", 'beak', 'it', 'pecks']",17
22403,"my brain.  I'LL, I'LL solve it, though!""","['my', 'brain', '.', 'I', ""'LL"", ',', 'I', ""'LL"", 'solve', 'it', ',', 'though', '!', ""''""]",14
22404,,[],0
22405,"When dusk descended, the whale was still in sight to leeward.","['When', 'dusk', 'descended', ',', 'the', 'whale', 'was', 'still', 'in', 'sight', 'to', 'leeward', '.']",13
22406,,[],0
22407,"So once more the sail was shortened, and everything passed nearly as","['So', 'once', 'more', 'the', 'sail', 'was', 'shortened', ',', 'and', 'everything', 'passed', 'nearly', 'as']",13
22408,"on the previous night; only, the sound of hammers, and the hum of the","['on', 'the', 'previous', 'night', ';', 'only', ',', 'the', 'sound', 'of', 'hammers', ',', 'and', 'the', 'hum', 'of', 'the']",17
22409,"grindstone was heard till nearly daylight, as the men toiled by","['grindstone', 'was', 'heard', 'till', 'nearly', 'daylight', ',', 'as', 'the', 'men', 'toiled', 'by']",12
22410,lanterns in the complete and careful rigging of the spare boats and,"['lanterns', 'in', 'the', 'complete', 'and', 'careful', 'rigging', 'of', 'the', 'spare', 'boats', 'and']",12
22411,"sharpening their fresh weapons for the morrow.  Meantime, of the","['sharpening', 'their', 'fresh', 'weapons', 'for', 'the', 'morrow', '.', 'Meantime', ',', 'of', 'the']",12
22412,broken keel of Ahab's wrecked craft the carpenter made him another,"['broken', 'keel', 'of', 'Ahab', ""'s"", 'wrecked', 'craft', 'the', 'carpenter', 'made', 'him', 'another']",12
22413,"leg; while still as on the night before, slouched Ahab stood fixed","['leg', ';', 'while', 'still', 'as', 'on', 'the', 'night', 'before', ',', 'slouched', 'Ahab', 'stood', 'fixed']",14
22414,"within his scuttle; his hid, heliotrope glance anticipatingly gone","['within', 'his', 'scuttle', ';', 'his', 'hid', ',', 'heliotrope', 'glance', 'anticipatingly', 'gone']",11
22415,backward on its dial; sat due eastward for the earliest sun.,"['backward', 'on', 'its', 'dial', ';', 'sat', 'due', 'eastward', 'for', 'the', 'earliest', 'sun', '.']",13
22416,,[],0
22417,,[],0
22418,,[],0
22419,CHAPTER 135,"['CHAPTER', '135']",2
22420,,[],0
22421,The Chase.--Third Day.,"['The', 'Chase.', '--', 'Third', 'Day', '.']",6
22422,,[],0
22423,,[],0
22424,"The morning of the third day dawned fair and fresh, and once more the","['The', 'morning', 'of', 'the', 'third', 'day', 'dawned', 'fair', 'and', 'fresh', ',', 'and', 'once', 'more', 'the']",15
22425,solitary night-man at the fore-mast-head was relieved by crowds of,"['solitary', 'night-man', 'at', 'the', 'fore-mast-head', 'was', 'relieved', 'by', 'crowds', 'of']",10
22426,"the daylight look-outs, who dotted every mast and almost every spar.","['the', 'daylight', 'look-outs', ',', 'who', 'dotted', 'every', 'mast', 'and', 'almost', 'every', 'spar', '.']",13
22427,,[],0
22428,"""D'ye see him?"" cried Ahab; but the whale was not yet in sight.","['``', 'D', ""'ye"", 'see', 'him', '?', ""''"", 'cried', 'Ahab', ';', 'but', 'the', 'whale', 'was', 'not', 'yet', 'in', 'sight', '.']",19
22429,,[],0
22430,"""In his infallible wake, though; but follow that wake, that's all.","['``', 'In', 'his', 'infallible', 'wake', ',', 'though', ';', 'but', 'follow', 'that', 'wake', ',', 'that', ""'s"", 'all', '.']",17
22431,"Helm there; steady, as thou goest, and hast been going.  What a","['Helm', 'there', ';', 'steady', ',', 'as', 'thou', 'goest', ',', 'and', 'hast', 'been', 'going', '.', 'What', 'a']",16
22432,"lovely day again! were it a new-made world, and made for a","['lovely', 'day', 'again', '!', 'were', 'it', 'a', 'new-made', 'world', ',', 'and', 'made', 'for', 'a']",14
22433,"summer-house to the angels, and this morning the first of its","['summer-house', 'to', 'the', 'angels', ',', 'and', 'this', 'morning', 'the', 'first', 'of', 'its']",12
22434,"throwing open to them, a fairer day could not dawn upon that world.","['throwing', 'open', 'to', 'them', ',', 'a', 'fairer', 'day', 'could', 'not', 'dawn', 'upon', 'that', 'world', '.']",15
22435,"Here's food for thought, had Ahab time to think; but Ahab never","['Here', ""'s"", 'food', 'for', 'thought', ',', 'had', 'Ahab', 'time', 'to', 'think', ';', 'but', 'Ahab', 'never']",15
22436,"thinks; he only feels, feels, feels; THAT'S tingling enough for","['thinks', ';', 'he', 'only', 'feels', ',', 'feels', ',', 'feels', ';', 'THAT', ""'S"", 'tingling', 'enough', 'for']",15
22437,mortal man! to think's audacity.  God only has that right and,"['mortal', 'man', '!', 'to', 'think', ""'s"", 'audacity', '.', 'God', 'only', 'has', 'that', 'right', 'and']",14
22438,"privilege.  Thinking is, or ought to be, a coolness and a calmness;","['privilege', '.', 'Thinking', 'is', ',', 'or', 'ought', 'to', 'be', ',', 'a', 'coolness', 'and', 'a', 'calmness', ';']",16
22439,"and our poor hearts throb, and our poor brains beat too much for","['and', 'our', 'poor', 'hearts', 'throb', ',', 'and', 'our', 'poor', 'brains', 'beat', 'too', 'much', 'for']",14
22440,"that.  And yet, I've sometimes thought my brain was very calm--frozen","['that', '.', 'And', 'yet', ',', 'I', ""'ve"", 'sometimes', 'thought', 'my', 'brain', 'was', 'very', 'calm', '--', 'frozen']",16
22441,"calm, this old skull cracks so, like a glass in which the contents","['calm', ',', 'this', 'old', 'skull', 'cracks', 'so', ',', 'like', 'a', 'glass', 'in', 'which', 'the', 'contents']",15
22442,"turned to ice, and shiver it.  And still this hair is growing now;","['turned', 'to', 'ice', ',', 'and', 'shiver', 'it', '.', 'And', 'still', 'this', 'hair', 'is', 'growing', 'now', ';']",16
22443,"this moment growing, and heat must breed it; but no, it's like that","['this', 'moment', 'growing', ',', 'and', 'heat', 'must', 'breed', 'it', ';', 'but', 'no', ',', 'it', ""'s"", 'like', 'that']",17
22444,"sort of common grass that will grow anywhere, between the earthy","['sort', 'of', 'common', 'grass', 'that', 'will', 'grow', 'anywhere', ',', 'between', 'the', 'earthy']",12
22445,clefts of Greenland ice or in Vesuvius lava.  How the wild winds blow,"['clefts', 'of', 'Greenland', 'ice', 'or', 'in', 'Vesuvius', 'lava', '.', 'How', 'the', 'wild', 'winds', 'blow']",14
22446,it; they whip it about me as the torn shreds of split sails lash the,"['it', ';', 'they', 'whip', 'it', 'about', 'me', 'as', 'the', 'torn', 'shreds', 'of', 'split', 'sails', 'lash', 'the']",16
22447,tossed ship they cling to.  A vile wind that has no doubt blown ere,"['tossed', 'ship', 'they', 'cling', 'to', '.', 'A', 'vile', 'wind', 'that', 'has', 'no', 'doubt', 'blown', 'ere']",15
22448,"this through prison corridors and cells, and wards of hospitals, and","['this', 'through', 'prison', 'corridors', 'and', 'cells', ',', 'and', 'wards', 'of', 'hospitals', ',', 'and']",13
22449,"ventilated them, and now comes blowing hither as innocent as fleeces.","['ventilated', 'them', ',', 'and', 'now', 'comes', 'blowing', 'hither', 'as', 'innocent', 'as', 'fleeces', '.']",13
22450,"Out upon it!--it's tainted.  Were I the wind, I'd blow no more on","['Out', 'upon', 'it', '!', '--', 'it', ""'s"", 'tainted', '.', 'Were', 'I', 'the', 'wind', ',', 'I', ""'d"", 'blow', 'no', 'more', 'on']",20
22451,"such a wicked, miserable world.  I'd crawl somewhere to a cave, and","['such', 'a', 'wicked', ',', 'miserable', 'world', '.', 'I', ""'d"", 'crawl', 'somewhere', 'to', 'a', 'cave', ',', 'and']",16
22452,"slink there.  And yet, 'tis a noble and heroic thing, the wind! who","['slink', 'there', '.', 'And', 'yet', ',', ""'t"", 'is', 'a', 'noble', 'and', 'heroic', 'thing', ',', 'the', 'wind', '!', 'who']",18
22453,ever conquered it?  In every fight it has the last and bitterest,"['ever', 'conquered', 'it', '?', 'In', 'every', 'fight', 'it', 'has', 'the', 'last', 'and', 'bitterest']",13
22454,"blow.  Run tilting at it, and you but run through it.  Ha! a coward","['blow', '.', 'Run', 'tilting', 'at', 'it', ',', 'and', 'you', 'but', 'run', 'through', 'it', '.', 'Ha', '!', 'a', 'coward']",18
22455,"wind that strikes stark naked men, but will not stand to receive a","['wind', 'that', 'strikes', 'stark', 'naked', 'men', ',', 'but', 'will', 'not', 'stand', 'to', 'receive', 'a']",14
22456,single blow.  Even Ahab is a braver thing--a nobler thing than THAT.,"['single', 'blow', '.', 'Even', 'Ahab', 'is', 'a', 'braver', 'thing', '--', 'a', 'nobler', 'thing', 'than', 'THAT', '.']",16
22457,Would now the wind but had a body; but all the things that most,"['Would', 'now', 'the', 'wind', 'but', 'had', 'a', 'body', ';', 'but', 'all', 'the', 'things', 'that', 'most']",15
22458,"exasperate and outrage mortal man, all these things are bodiless, but","['exasperate', 'and', 'outrage', 'mortal', 'man', ',', 'all', 'these', 'things', 'are', 'bodiless', ',', 'but']",13
22459,"only bodiless as objects, not as agents.  There's a most special, a","['only', 'bodiless', 'as', 'objects', ',', 'not', 'as', 'agents', '.', 'There', ""'s"", 'a', 'most', 'special', ',', 'a']",16
22460,"most cunning, oh, a most malicious difference!  And yet, I say again,","['most', 'cunning', ',', 'oh', ',', 'a', 'most', 'malicious', 'difference', '!', 'And', 'yet', ',', 'I', 'say', 'again', ',']",17
22461,"and swear it now, that there's something all glorious and gracious in","['and', 'swear', 'it', 'now', ',', 'that', 'there', ""'s"", 'something', 'all', 'glorious', 'and', 'gracious', 'in']",14
22462,"the wind.  These warm Trade Winds, at least, that in the clear","['the', 'wind', '.', 'These', 'warm', 'Trade', 'Winds', ',', 'at', 'least', ',', 'that', 'in', 'the', 'clear']",15
22463,"heavens blow straight on, in strong and steadfast, vigorous mildness;","['heavens', 'blow', 'straight', 'on', ',', 'in', 'strong', 'and', 'steadfast', ',', 'vigorous', 'mildness', ';']",13
22464,"and veer not from their mark, however the baser currents of the sea","['and', 'veer', 'not', 'from', 'their', 'mark', ',', 'however', 'the', 'baser', 'currents', 'of', 'the', 'sea']",14
22465,"may turn and tack, and mightiest Mississippies of the land swift and","['may', 'turn', 'and', 'tack', ',', 'and', 'mightiest', 'Mississippies', 'of', 'the', 'land', 'swift', 'and']",13
22466,"swerve about, uncertain where to go at last.  And by the eternal","['swerve', 'about', ',', 'uncertain', 'where', 'to', 'go', 'at', 'last', '.', 'And', 'by', 'the', 'eternal']",14
22467,Poles! these same Trades that so directly blow my good ship on; these,"['Poles', '!', 'these', 'same', 'Trades', 'that', 'so', 'directly', 'blow', 'my', 'good', 'ship', 'on', ';', 'these']",15
22468,"Trades, or something like them--something so unchangeable, and full","['Trades', ',', 'or', 'something', 'like', 'them', '--', 'something', 'so', 'unchangeable', ',', 'and', 'full']",13
22469,"as strong, blow my keeled soul along!  To it!  Aloft there!  What","['as', 'strong', ',', 'blow', 'my', 'keeled', 'soul', 'along', '!', 'To', 'it', '!', 'Aloft', 'there', '!', 'What']",16
22470,"d'ye see?""","['d', ""'ye"", 'see', '?', ""''""]",5
22471,,[],0
22472,"""Nothing, sir.""","['``', 'Nothing', ',', 'sir', '.', ""''""]",6
22473,,[],0
22474,"""Nothing! and noon at hand!  The doubloon goes a-begging!  See the","['``', 'Nothing', '!', 'and', 'noon', 'at', 'hand', '!', 'The', 'doubloon', 'goes', 'a-begging', '!', 'See', 'the']",15
22475,"sun!  Aye, aye, it must be so.  I've oversailed him.  How, got the","['sun', '!', 'Aye', ',', 'aye', ',', 'it', 'must', 'be', 'so', '.', 'I', ""'ve"", 'oversailed', 'him', '.', 'How', ',', 'got', 'the']",20
22476,"start?  Aye, he's chasing ME now; not I, HIM--that's bad; I might","['start', '?', 'Aye', ',', 'he', ""'s"", 'chasing', 'ME', 'now', ';', 'not', 'I', ',', 'HIM', '--', 'that', ""'s"", 'bad', ';', 'I', 'might']",21
22477,"have known it, too.  Fool! the lines--the harpoons he's towing.  Aye,","['have', 'known', 'it', ',', 'too', '.', 'Fool', '!', 'the', 'lines', '--', 'the', 'harpoons', 'he', ""'s"", 'towing', '.', 'Aye', ',']",19
22478,"aye, I have run him by last night.  About! about!  Come down, all of","['aye', ',', 'I', 'have', 'run', 'him', 'by', 'last', 'night', '.', 'About', '!', 'about', '!', 'Come', 'down', ',', 'all', 'of']",19
22479,"ye, but the regular look outs!  Man the braces!""","['ye', ',', 'but', 'the', 'regular', 'look', 'outs', '!', 'Man', 'the', 'braces', '!', ""''""]",13
22480,,[],0
22481,"Steering as she had done, the wind had been somewhat on the Pequod's","['Steering', 'as', 'she', 'had', 'done', ',', 'the', 'wind', 'had', 'been', 'somewhat', 'on', 'the', 'Pequod', ""'s""]",15
22482,"quarter, so that now being pointed in the reverse direction, the","['quarter', ',', 'so', 'that', 'now', 'being', 'pointed', 'in', 'the', 'reverse', 'direction', ',', 'the']",13
22483,braced ship sailed hard upon the breeze as she rechurned the cream in,"['braced', 'ship', 'sailed', 'hard', 'upon', 'the', 'breeze', 'as', 'she', 'rechurned', 'the', 'cream', 'in']",13
22484,her own white wake.,"['her', 'own', 'white', 'wake', '.']",5
22485,,[],0
22486,"""Against the wind he now steers for the open jaw,"" murmured Starbuck","['``', 'Against', 'the', 'wind', 'he', 'now', 'steers', 'for', 'the', 'open', 'jaw', ',', ""''"", 'murmured', 'Starbuck']",15
22487,"to himself, as he coiled the new-hauled main-brace upon the rail.","['to', 'himself', ',', 'as', 'he', 'coiled', 'the', 'new-hauled', 'main-brace', 'upon', 'the', 'rail', '.']",13
22488,"""God keep us, but already my bones feel damp within me, and from the","['``', 'God', 'keep', 'us', ',', 'but', 'already', 'my', 'bones', 'feel', 'damp', 'within', 'me', ',', 'and', 'from', 'the']",17
22489,inside wet my flesh.  I misdoubt me that I disobey my God in obeying,"['inside', 'wet', 'my', 'flesh', '.', 'I', 'misdoubt', 'me', 'that', 'I', 'disobey', 'my', 'God', 'in', 'obeying']",15
22490,"him!""","['him', '!', ""''""]",3
22491,,[],0
22492,"""Stand by to sway me up!"" cried Ahab, advancing to the hempen basket.","['``', 'Stand', 'by', 'to', 'sway', 'me', 'up', '!', ""''"", 'cried', 'Ahab', ',', 'advancing', 'to', 'the', 'hempen', 'basket', '.']",18
22493,"""We should meet him soon.""","['``', 'We', 'should', 'meet', 'him', 'soon', '.', ""''""]",8
22494,,[],0
22495,"""Aye, aye, sir,"" and straightway Starbuck did Ahab's bidding, and","['``', 'Aye', ',', 'aye', ',', 'sir', ',', ""''"", 'and', 'straightway', 'Starbuck', 'did', 'Ahab', ""'s"", 'bidding', ',', 'and']",17
22496,once more Ahab swung on high.,"['once', 'more', 'Ahab', 'swung', 'on', 'high', '.']",7
22497,,[],0
22498,A whole hour now passed; gold-beaten out to ages.  Time itself now,"['A', 'whole', 'hour', 'now', 'passed', ';', 'gold-beaten', 'out', 'to', 'ages', '.', 'Time', 'itself', 'now']",14
22499,"held long breaths with keen suspense.  But at last, some three points","['held', 'long', 'breaths', 'with', 'keen', 'suspense', '.', 'But', 'at', 'last', ',', 'some', 'three', 'points']",14
22500,"off the weather bow, Ahab descried the spout again, and instantly","['off', 'the', 'weather', 'bow', ',', 'Ahab', 'descried', 'the', 'spout', 'again', ',', 'and', 'instantly']",13
22501,from the three mast-heads three shrieks went up as if the tongues of,"['from', 'the', 'three', 'mast-heads', 'three', 'shrieks', 'went', 'up', 'as', 'if', 'the', 'tongues', 'of']",13
22502,fire had voiced it.,"['fire', 'had', 'voiced', 'it', '.']",5
22503,,[],0
22504,"""Forehead to forehead I meet thee, this third time, Moby Dick!  On","['``', 'Forehead', 'to', 'forehead', 'I', 'meet', 'thee', ',', 'this', 'third', 'time', ',', 'Moby', 'Dick', '!', 'On']",16
22505,deck there!--brace sharper up; crowd her into the wind's eye.  He's,"['deck', 'there', '!', '--', 'brace', 'sharper', 'up', ';', 'crowd', 'her', 'into', 'the', 'wind', ""'s"", 'eye', '.', 'He', ""'s""]",18
22506,"too far off to lower yet, Mr. Starbuck.  The sails shake!  Stand over","['too', 'far', 'off', 'to', 'lower', 'yet', ',', 'Mr.', 'Starbuck', '.', 'The', 'sails', 'shake', '!', 'Stand', 'over']",16
22507,"that helmsman with a top-maul!  So, so; he travels fast, and I must","['that', 'helmsman', 'with', 'a', 'top-maul', '!', 'So', ',', 'so', ';', 'he', 'travels', 'fast', ',', 'and', 'I', 'must']",17
22508,down.  But let me have one more good round look aloft here at the,"['down', '.', 'But', 'let', 'me', 'have', 'one', 'more', 'good', 'round', 'look', 'aloft', 'here', 'at', 'the']",15
22509,"sea; there's time for that.  An old, old sight, and yet somehow so","['sea', ';', 'there', ""'s"", 'time', 'for', 'that', '.', 'An', 'old', ',', 'old', 'sight', ',', 'and', 'yet', 'somehow', 'so']",18
22510,"young; aye, and not changed a wink since I first saw it, a boy, from","['young', ';', 'aye', ',', 'and', 'not', 'changed', 'a', 'wink', 'since', 'I', 'first', 'saw', 'it', ',', 'a', 'boy', ',', 'from']",19
22511,the sand-hills of Nantucket!  The same!--the same!--the same to Noah,"['the', 'sand-hills', 'of', 'Nantucket', '!', 'The', 'same', '!', '--', 'the', 'same', '!', '--', 'the', 'same', 'to', 'Noah']",17
22512,as to me.  There's a soft shower to leeward.  Such lovely,"['as', 'to', 'me', '.', 'There', ""'s"", 'a', 'soft', 'shower', 'to', 'leeward', '.', 'Such', 'lovely']",14
22513,leewardings!  They must lead somewhere--to something else than common,"['leewardings', '!', 'They', 'must', 'lead', 'somewhere', '--', 'to', 'something', 'else', 'than', 'common']",12
22514,"land, more palmy than the palms.  Leeward! the white whale goes that","['land', ',', 'more', 'palmy', 'than', 'the', 'palms', '.', 'Leeward', '!', 'the', 'white', 'whale', 'goes', 'that']",15
22515,"way; look to windward, then; the better if the bitterer quarter.  But","['way', ';', 'look', 'to', 'windward', ',', 'then', ';', 'the', 'better', 'if', 'the', 'bitterer', 'quarter', '.', 'But']",16
22516,"good bye, good bye, old mast-head!  What's this?--green? aye, tiny","['good', 'bye', ',', 'good', 'bye', ',', 'old', 'mast-head', '!', 'What', ""'s"", 'this', '?', '--', 'green', '?', 'aye', ',', 'tiny']",19
22517,mosses in these warped cracks.  No such green weather stains on,"['mosses', 'in', 'these', 'warped', 'cracks', '.', 'No', 'such', 'green', 'weather', 'stains', 'on']",12
